"CompanyId","CompanySiteID","CompanyName","PostToWebsite","Visible","Researcher","Cohort","DateLastUpdated","RefreshSchedule","NextRefresh","RelevantParentCompany","RelevantSubsidiaryCompanies","AllAliases","FirstEightAliases","AllOtherAliases","CompanyWebsite","Majorcompanybrands","HeadquarterCountry","PublicOrPrivate","TickerSymbol","Sector","Industry","MarketCapitalizationDisclosed","MarketCapitalization","AnnualRevenueDisclosed","AnnualRevenue","FinancesCurrency","MarketCapitalizationInUsd","AnnualRevenueInUsd","FinancesCurrentAsOf","TwitterHandle","SustainabilityReporting","SustainabilityCommodityReporting","CommodityReportedon","SustainabilityReportingYear","AcknowledgeDeforestationIssue","AcknowlDeforestationwithCommod","CDP2015_voluntaryoffsetbuyer","PromiseFuturDeforestationCommit","CommodityTypeofFutureCommit","GeneralCommitment","SoyCommitment","PalmCommitment","TimberPulpCommitment","CattleCommitment","TotalCommitments","DormantCommPresent","NumberOfAssessments","NumberOfRelatedActivities","CreatedAt","ModifiedAt","VoluntaryOffsets","Researcher_Other","UpdatedNotes"
"1516","","Friendship Frozen Foods Trading Co.","No commitment, has exposure","","Philip","","11/29/2016","12 Month","11/29/2017","","","","","","N/A","","Hong Kong","Private","Private","Food Products","Consumer Goods","No","","No","","EUR","","","11/29/2016","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:46 AM","","",""
"1517","","Frigorifico Concepcion","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:46 AM","","",""
"1518","","Frijling B.V.","","","","","","-","","","","","","","Frijling B.V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"1519","","Fritz Mauthner Handels GesmbH und Co AG","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"1520","","FRoSTA AG","","","","","","-","","","","","","","FRoSTA AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"1521","","FRUISEC","","","","","","-","","","","","","","FRUISEC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"1692","","Greenpeace","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"1693","","Greenyield","","","","","","-","","","","","","","http://www.greenyield.com.my/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1694","","Greggs","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1695","","Griesson-de Beukelaer GmbH & Co. KG","","","","","","-","","","","","","","Griesson-de Beukelaer GmbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1696","","Griffin's Foods Ltd","","","","","","-","","","","","","","Griffin's Foods Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1697","","grodan","","","","","","-","","","","","","","www.grodan.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1698","","Grofor - Deutscher Verband des Großhandels mit Ölen, Fetten und Ölrohstoffen e.V.","","","","","","-","","","","","","","Grofor - Deutscher Verband des Großhandels mit Ölen, Fetten und Ölrohstoffen e.V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1699","","Gron Fokus","","","","","","-","","","","","","","http://www.gronfokus.dk/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1700","","Groothedde (NMU)","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1701","","Grossbaeckerei C. Hoelter KG","","","","","","-","","","","","","","Grossbaeckerei C. Hoelter KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1702","","Group Depre","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"1703","","Groupe Blattner Elwyn","Notes included","","Jonathan","","5/6/2016","-","","","Siforco","","","","http://www.gbedrc.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","4","0","","1/26/2019 2:14:34 AM","","",""
"1704","","Groupe Decolvenaere","","","","","","-","","","","","","","","","Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"1705","2437","Groupe Eram","Yes","yes","Jonathan","2017","11/30/2016","12 Month","11/30/2017","","Passage","","","","www.groupe-eram.fr/en","","France","Private","Private","Footwear","Apparel and Textile Goods","No","","","1570000000.0000","EUR","","1704911670","1/1/2016","","","","","","","","","","","","No","No","Yes","Yes","2","","1","1","","1/26/2019 2:14:34 AM","","",""
"1706","","GROUPE FRANCAISE DE GASTRONOMIE","","","","","","-","","","","","","","GROUPE FRANCAISE DE GASTRONOMIE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1907","","HobbyCraft Trading","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1908","","Hofer KG","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1909","","Hofman Nutrition AG","Notes included","","Philip","","11/18/2016","-","","","","Hokovit","Hokovit","","www.hokovit.ch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","2/13/2019 5:22:08 PM","","",""
"1910","","Hofor","","","","","","-","","","","","","","http://www.hofor.dk/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1911","","Holland & Barrett","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1912","","Holland Malt","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1913","","H\F6llerl's Freilandeier","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1914","104","Holmen","Yes","yes","Philip","2016","2/6/2018","Predictable","Predictable","L.E. Lundbergsf\F6retagen (33%)","Holmen Paper, Iggesund Paperboard, Iggesund Timber, Holmen Skog, Holmen Energi","Holmen BOOK, Holmen GUIDE, Holmen Mets, Holmen NEWS, Holmen PLUS, Holmen TRND, Holmen UNIQ, Holmen VIEW, Holmen XLNT","Holmen BOOK,  Holmen GUIDE,  Holmen Mets,  Holmen NEWS,  Holmen PLUS,  Holmen TRND,  Holmen UNIQ,  Holmen VIEW","Holmen XLNT","www.holmen.com","","Sweden","Publicly traded","SE: HOLMB","Paper/Pulp","Basic Materials/Resources","","38030000000.0000","","16370000000.0000","SEK","4449357880","1915224520","2/2/2018","","","","","","","","","","","","No","No","Yes","No","1","","3","2","","2/13/2019 5:22:08 PM","","",""
"1915","","Holmes Halls","","","","","","-","","","","","","","www.holmes-halls.co.uk","","United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:40 AM","","",""
"1916","","Holz.ConZert GmbH","","","","","","-","","","","","","","www.conzert.com","","GERMANY","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1917","","Home & Leisure International Limited","","","","","","-","","","","","","","","","UNITED KINGDOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1918","","Home Depot","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:40 AM","","",""
"1919","","Home Retail Group","No - profiled under parent","yes","Jonathan","2016","4/25/2017","12 Month","4/25/2018","J Sainsbury","Homebase, Argos, Habitat","","","","www.homeretailgroup.com","","United Kingdom","Publicly traded","Subsidiary","Mixed Retailing","Retail/Wholesale","Subsidiary","","","5710000000.0000","GBP","","8223867470","9/7/2016","Homebase_uk","","","","","","","","","","","No","No","Yes","Former","1","","2","4.25","","1/26/2019 2:14:40 AM","","",""
"1920","","Homebase","Notes included","","","","","-","","","","Bunnings UK","Bunnings UK","","","","UNITED KINGDOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","2","","2/13/2019 5:22:08 PM","","",""
"1921","","HONDUPALMA","","","","","","-","","","","","","","HONDUPALMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1922","","Honeytop Speciality Foods","","","","","","-","","","","","","","Honeytop Speciality Foods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"2136","","JACQUES GUYAUX CONFISERIE FRANCO BELGE SAS","","","","","","-","","","","","","","JACQUES GUYAUX CONFISERIE FRANCO BELGE SAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2137","","Jacquet Brossard","No commitment, has exposure","no","Jonathan","","1/31/2018","12 Month","1/31/2019","Limagrain Group","","Jacquet Brossard Distribution","Jacquet Brossard Distribution","","www.jacquetbrossard.com","","France","Private","Private","Food Products","Consumer Goods","No","","No","","","","","","","","","","","","","","","","","No","No","No","No","0","","3","0","","2/13/2019 5:22:08 PM","","",""
"2138","","Jaguar, The Fresh Company","","","","","","-","","","","","","","http://www.jaguarfreshcompany.com/en/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2139","","Jagwood+","","","","","","-","","","","","","","","","NICARAGUA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"2140","","Jahan Leather Exports","","","","","","-","","","","","","","www.jahan.co.in","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:34 AM","","",""
"2141","","Jalco Food and Beverage Pty Ltd","","","","","","-","","","","","","","Jalco Food and Beverage Pty Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2142","","James Fleming & Co Ltd","","","","","","-","","","","","","","James Fleming & Co Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2143","","James Latham","","","","","","-","","","","","","","http://www.lathamtimber.co.uk/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2144","","Janker Eierhandel GmbH","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2145","","Jansen International","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:34 AM","","",""
"2146","","JAPAN CHAIN STORES ASSOCIATION","No exposure","","Philip","","2/26/2016","-","","","","","","","www.japan-retail.or.jp/english/","","Japan","Private","Private","Food Retailers & Wholesalers","Business/Consumer Services","No","","No","","JPY","","","2/26/162/26/16","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2147","","JAPAN TRANSCITY","No exposure","","Jonathan","","2/22/2016","-","","","","Trancy","Trancy","","www.trancy.co.jp","","Japan","Publicly traded","Tokyo: 9310","Transportation Services","Transportation/Logistics","","23770000000.0000","","92500000000.0000","JPY","200547490","780422500","2/22/2016","","","","","","","","","","","","","","","","0","","0","1","","2/13/2019 5:22:08 PM","","",""
"2281","","Klondyke & Strike","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:46 AM","","",""
"2282","","Klondykes","","","","","","-","","","","","","","","","United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:46 AM","","",""
"2283","","KNAPP","No exposure","","Philip","","2/25/2016","-","","","","","","","www.knapp.com","","Austria","Private","Private","Containers/Packaging","Industrial Goods","No","","No","","EUR","","","","KNAPP_AG_de","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2284","","Knowledge Integration Services India Pvt Ltd","","","","","","-","","","","","","","Knowledge Integration Services India Pvt Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2285","","Kogelmann Robert","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2286","","KOG-KTV FOOD PRODUCTS (INDIA) PVT LTD","","","","","","-","","","","","","","KOG-KTV FOOD PRODUCTS (INDIA) PVT LTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2287","","Kohberg Bakery Group A/S","","","","","","-","","","","","","","Kohberg Bakery Group A/S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2288","","Kohl's","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2289","","Kokubu Group","No commitment, has exposure","","Ciro","","8/13/2018","12 Month","5/30/2018","","Shanghai Mineni Foods co","","","","www.kokubu.co.jp/english","","Japan","Private","Private","Food Retailers & Wholesalers","Retail/Wholesale","No","","","1817880000000.0000","JPY","","15337419812","12/31/2016","","","","","","","","","","","","No","No","No","No","0","","0","1","","1/26/2019 2:14:46 AM","","","Country"
"2290","131","Kokuyo Co.","Yes","yes","An","2016","10/22/2018","9 Month","8/16/2017","","","ACTUS, KAUNET, The Conran Shop","ACTUS,  KAUNET,  The Conran Shop","","www.kokuyo.co.jp","","Japan","Publicly traded","JP : 7984","Nondurable Household Products","Consumer Goods","","234700000000.0000","","315620000000.0000","JPY","1405519830","2567210360","07/30/2018","","","","","","","","","","","","No","No","Yes","No","1","","1","2","","2/13/2019 5:22:08 PM","","","Market cap, annual rev"
"2291","","KOKYU ALCOHOL KOGYO CO., LTD.","","","","","","-","","","","","","","KOKYU ALCOHOL KOGYO CO., LTD.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2292","","Komatiland Forests (Pty) Ltd.","","","","","","-","","","","","","","www.komatilandforests.co.za","","SOUTH AFRICA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2293","","Kompan B.V.","","","","","","-","","","","","","","","","NETHERLANDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2593","","MeadWestvaco Corp.","No - profiled under other name","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2594","","Meatco Foundation","No exposure","","Philip","","11/18/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2595","","Meatco Namibia","Notes included","","","","11/30/2016","-","","","","","","","www.meatco.com.na","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2596","","MEC","","","","","","-","","","","","","","www.mec.ca/en","","","","","Apparel Retailers","Apparel and Textile Goods","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2597","","Medialogik GmbH","","","","","","-","","","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
